"","index","employees.employee.employment.public.union.board.political.labor.employer.government","general.attorney.briefs.solicitor.argued.assistant.cause.curiae.brief.jr","communist.party.organization.board.foreign.registration.act.control.movement.organizations","school.religious.schools.student.establishment.religion.students.forum.program.university","grand.jury.press.information.footnote.privilege.news.criminal.sources.investigation","mr.debate.senator.clause.legislative.said.privilege.plaintiff.office.house","act.congress.committee.answer.service.inquiry.president.united.questions.security","opinion.filed.joined.district.post.respondents.held.argued.dissenting.jj","speech.government.interest.act.interests.governmental.opinion.case.united.states","advertising.commercial.speech.regulations.information.central.cable.marketing.interest.broadcasting","candidates.candidate.political.election.footnote.contributions.party.expenditures.contribution.campaign","injunction.review.maryland.district.restraint.prior.judicial.order.footnote.relief","limits.federal.election.buckley.bcra.contributions.campaign.political.candidates.candidate","affirmed.syllabus.decided.argued.freedom.held.act.law.case.reversed","false.statements.jury.damages.petitioner.malice.times.respondent.actual.trial","solicitation.charitable.fraud.paid.fee.organizations.requirement.telemarketers.circulators.north","flag.words.peace.conviction.ohio.convicted.conduct.street.symbol.group","obscene.obscenity.material.materials.film.sexual.standards.films.indecent.minors","religious.tax.prison.religion.inmates.rfra.exercise.burden.inmate.sales","ordinance.city.picketing.public.streets.ordinances.park.police.permit.regulation","syllabus","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","landmark"
"191",190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"syllabus191","1969-029","1969-029-01","1969-029-01-01","1969-029-01-01-01","1/19/1970",2,"396 U.S. 371",1969,1501,"Burger","496","COWGILL v. CALIFORNIA","","",218,NA,28,6,2,NA,NA,0,302,6,301,6,0,1,2,1,1,9,0,0,0,0,30150,3,1,0,3,NA,NA,NA,"",NA,99,1,7,1,"No"
"192",191,0.00699300699300699,0,0.00699300699300699,0.223776223776224,0,0.0559440559440559,0,0.664335664335664,0,0,0,0,0.00699300699300699,0,0.013986013986014,0.00699300699300699,0,0,0,0.013986013986014,"syllabus192","1969-042","1969-042-01","1969-042-01-01","1969-042-01-01-01","2/24/1970",6,"397 U.S. 31",1969,1501,"Burger","731","JONES v. STATE BOARD OF EDUCATION OF TENNESSEE et al.","1/19/1970","",224,NA,2,50,1,117,50,0,117,NA,26,NA,0,11,2,1,1,9,0,0,0,0,30150,3,1,0,3,NA,5,508,"",NA,99,1,6,2,"No"
"193",192,0,0,0,0.283333333333333,0,0,0.0333333333333333,0.00833333333333333,0,0,0,0,0,0.25,0,0,0,0,0.416666666666667,0.00833333333333333,"syllabus193","1969-087","1969-087-01","1969-087-01-01","1969-087-01-01-01","5/4/1970",1,"397 U.S. 664",1969,1501,"Burger","135","WALZ v. TAX COMMISSION OF THE CITY OF NEW YORK","11/19/1969","",195,NA,3,37,2,NA,NA,0,302,37,300,37,0,1,2,1,1,2,0,0,0,0,30170,3,1,0,2,NA,2,203,"",99,99,1,7,1,"No"
"194",193,0,0.00645161290322581,0,0,0.0516129032258065,0.0129032258064516,0.0193548387096774,0.187096774193548,0,0.0451612903225806,0,0.567741935483871,0,0,0,0.00645161290322581,0,0.0580645161290323,0.0387096774193548,0.00645161290322581,"syllabus194","1969-088","1969-088-01","1969-088-01-01","1969-088-01-01-01","5/4/1970",1,"397 U.S. 728",1969,1501,"Burger","399","ROWAN, DBA AMERICAN BOOK SERVICE, et al. v. UNITED STATES POST OFFICE DEPARTMENT et al.","1/22/1970","",220,NA,412,NA,2,112,NA,1,48,NA,48,NA,0,1,NA,1,1,2,0,0,0,0,30200,3,1,0,1,NA,2,200,"",99,99,1,8,0,"No"
"195",194,0,0.00757575757575758,0.0151515151515152,0.00757575757575758,0.0151515151515152,0.053030303030303,0,0.143939393939394,0,0,0,0.0378787878787879,0,0.00757575757575758,0.674242424242424,0,0.0151515151515152,0,0,0.0227272727272727,"syllabus195","1969-094","1969-094-01","1969-094-01-01","1969-094-01-01-01","5/18/1970",1,"398 U.S. 6",1969,1501,"Burger","413","GREENBELT COOPERATIVE PUBLISHING ASSN., INC., et al. v. BRESLER","2/24/1970","",190,NA,139,NA,1,NA,NA,0,302,25,300,25,0,11,2,1,1,4,0,1,0,0,30030,3,2,0,2,NA,2,200,"",94,99,1,8,0,"No"
"196",195,0,0,0.043010752688172,0,0,0,0.333333333333333,0.225806451612903,0,0,0,0.010752688172043,0,0.0860215053763441,0.0967741935483871,0,0.172043010752688,0,0,0.032258064516129,"syllabus196","1969-097","1969-097-01","1969-097-01-01","1969-097-01-01-01","5/25/1970",1,"398 U.S. 58",1969,1501,"Burger","628","SCHACHT v. UNITED STATES","3/31/1970","",156,NA,27,NA,1,NA,NA,0,119,NA,25,NA,0,12,2,1,2,3,0,1,0,0,30150,3,2,0,1,NA,6,600,"18 U.S.C. § 772",78,99,1,8,0,"No"
"197",196,0,0.0078740157480315,0,0.0078740157480315,0,0.0078740157480315,0.251968503937008,0.228346456692913,0.0236220472440945,0.031496062992126,0,0,0,0.141732283464567,0,0,0.0393700787401575,0,0.228346456692913,0.031496062992126,"syllabus197","1969-111","1969-111-01","1969-111-01-01","1969-111-01-01-01","6/15/1970",7,"398 U.S. 333",1969,1502,"Burger","76","WELSH v. UNITED STATES","1/20/1970","",142,NA,27,NA,1,107,NA,0,48,NA,29,NA,1,11,2,1,1,3,0,1,0,0,30130,3,2,0,4,NA,3,366,"",78,78,1,5,3,"No"
"198",197,0,0,0.0221606648199446,0.00554016620498615,0.110803324099723,0.00554016620498615,0.18005540166205,0.191135734072022,0.135734072022161,0,0,0,0.0138504155124654,0.132963988919668,0.0637119113573407,0,0.124653739612188,0.00277008310249307,0.0110803324099723,0,"syllabus198","1969-129","1969-129-01","1969-129-01-01","1969-129-01-01-01","6/29/1970",1,"399 U.S. 267",1969,1502,"Burger","305","UNITED STATES v. SISSON","1/20/1970","",27,NA,142,NA,2,107,NA,0,80,NA,80,NA,0,1,NA,2,1,9,0,0,0,0,30130,3,2,0,3,4,6,600,"18 U.S.C. § 3731",91,78,1,5,3,"No"
"199",198,0,0,0,0,0,0,0,0.253333333333333,0.0755555555555556,0.0133333333333333,0,0.644444444444444,0,0,0,0,0.00444444444444444,0.00444444444444444,0,0.00444444444444444,"syllabus199","1970-022","1970-022-01","1970-022-01-01","1970-022-01-01-01","1/14/1971",1,"400 U.S. 410",1970,1502,"Burger","55","BLOUNT, POSTMASTER GENERAL, et al. v. RIZZI, DBA THE MAIL BOX","11/10/1970","",412,NA,117,NA,2,112,NA,1,48,NA,48,NA,0,1,NA,2,2,2,0,0,0,0,30200,3,2,0,1,NA,6,600,"39 U.S.C. § 4006",92,99,1,9,0,"No"
"200",199,0,0,0.112903225806452,0,0,0,0.32258064516129,0,0,0,0,0,0,0.516129032258065,0.0483870967741935,0,0,0,0,0,"syllabus200","1970-033","1970-033-01","1970-033-01-01","1970-033-01-01-01","2/23/1971",7,"401 U.S. 1",1970,1502,"Burger","15","BAIRD v. STATE BAR OF ARIZONA","12/8/1969","10/14/1970",111,NA,4,4,1,117,4,0,300,4,300,4,0,12,2,1,1,4,0,1,0,0,30080,3,2,0,2,NA,2,201,"",78,78,1,5,4,"No"
"201",200,0,0.0247933884297521,0.00826446280991736,0,0.00826446280991736,0,0.285123966942149,0.231404958677686,0.0619834710743802,0,0,0,0.00413223140495868,0.347107438016529,0.012396694214876,0,0.00826446280991736,0,0.00413223140495868,0.00413223140495868,"syllabus201","1970-041","1970-041-01","1970-041-01-01","1970-041-01-01-01","2/23/1971",1,"401 U.S. 154",1970,1502,"Burger","49","LAW STUDENTS CIVIL RIGHTS RESEARCH COUNCIL, INC., et al. v. WADMOND et al.","10/15/1970","",111,NA,28,37,2,NA,NA,1,96,NA,96,NA,0,1,NA,1,1,2,0,0,0,0,30080,3,1,0,2,NA,2,200,"",94,99,1,5,4,"No"
"202",201,0,0,0.00531914893617021,0,0,0.0851063829787234,0,0.202127659574468,0,0,0,0,0.0425531914893617,0.00531914893617021,0.648936170212766,0.00531914893617021,0,0.00531914893617021,0,0,"syllabus202","1970-047","1970-047-01","1970-047-01-01","1970-047-01-01-01","2/24/1971",1,"401 U.S. 265",1970,1502,"Burger","62","MONITOR PATRIOT CO. et al. v. ROY, EXECUTRIX","12/17/1970","",190,NA,211,NA,1,NA,NA,0,302,34,300,34,0,11,2,1,1,4,0,1,0,0,30030,3,1,1,2,NA,2,200,"",94,99,1,7,2,"No"
"203",202,0,0.00526315789473684,0.0473684210526316,0,0.0421052631578947,0,0.00526315789473684,0.268421052631579,0,0,0,0,0,0.0105263157894737,0.610526315789474,0,0,0.0105263157894737,0,0,"syllabus203","1970-048","1970-048-01","1970-048-01-01","1970-048-01-01-01","2/24/1971",1,"401 U.S. 279",1970,1502,"Burger","109","TIME, INC. v. PAPE","12/16/1970","",178,NA,8,17,1,NA,NA,0,66,NA,27,NA,0,11,3,1,1,4,0,1,0,0,30030,3,2,0,1,NA,2,200,"",94,99,1,8,1,"No"
"204",203,0,0.00617283950617284,0,0.0555555555555556,0,0,0.37037037037037,0.395061728395062,0,0,0.00617283950617284,0,0.00617283950617284,0,0,0,0,0,0.160493827160494,0,"syllabus204","1970-057","1970-057-01","1970-057-01-01","1970-057-01-01-01","3/8/1971",1,"401 U.S. 437",1970,1502,"Burger","85","GILLETTE v. UNITED STATES","12/9/1970","",142,NA,27,NA,1,107,NA,0,96,NA,22,NA,0,10,2,1,1,2,0,0,0,0,30130,3,1,0,4,NA,3,366,"",98,99,1,8,1,"No"
"205",204,0,0,0.0283018867924528,0,0,0,0,0.584905660377358,0,0,0,0,0,0.0188679245283019,0.00943396226415094,0,0.0471698113207547,0.311320754716981,0,0,"syllabus205","1970-096","1970-096-01","1970-096-01-01","1970-096-01-01-01","5/3/1971",1,"402 U.S. 351",1970,1502,"Burger","534","UNITED STATES v. REIDEL","1/20/1971","",27,NA,117,NA,2,NA,NA,0,48,NA,48,NA,0,1,NA,2,1,3,0,1,0,0,30200,3,1,0,1,NA,2,200,"",95,99,1,7,2,"No"
"206",205,0,0.0285714285714286,0,0,0,0.0285714285714286,0.114285714285714,0.380952380952381,0,0,0,0.19047619047619,0,0,0,0,0,0.257142857142857,0,0,"syllabus206","1970-097","1970-097-01","1970-097-01-01","1970-097-01-01-01","5/3/1971",7,"402 U.S. 363",1970,1502,"Burger","133","UNITED STATES v. THIRTY-SEVEN (37) PHOTOGRAPHS (LUROS, CLAIMANT)","1/20/1971","",27,NA,117,NA,2,21,NA,1,48,NA,48,NA,0,1,NA,2,1,4,0,1,0,0,30200,3,1,0,1,NA,2,200,"",95,99,1,6,3,"No"
"207",206,0,0,0.0563380281690141,0,0,0,0,0.492957746478873,0,0,0.0140845070422535,0.0845070422535211,0,0.0985915492957746,0,0.0704225352112676,0,0,0,0.183098591549296,"syllabus207","1970-099","1970-099-01","1970-099-01-01","1970-099-01-01-01","5/17/1971",1,"402 U.S. 415",1970,1502,"Burger","135","ORGANIZATION FOR A BETTER AUSTIN et al. v. KEEFE","1/20/1971","",222,NA,225,NA,1,NA,NA,0,302,17,301,17,0,11,2,1,1,3,0,1,0,0,30010,3,2,0,2,NA,2,200,"",99,99,1,8,1,"No"
"208",207,0,0.0566037735849057,0,0,0,0,0,0.452830188679245,0,0,0,0,0,0.169811320754717,0,0,0.169811320754717,0.113207547169811,0,0.0377358490566038,"syllabus208","1970-113","1970-113-01","1970-113-01-01","1970-113-01-01-01","6/1/1971",1,"402 U.S. 611",1970,1502,"Burger","117","COATES et al. v. CITY OF CINCINNATI","1/11/1971","",218,NA,3,41,2,NA,NA,0,302,41,300,41,0,1,2,1,4,3,0,1,0,0,30150,3,2,0,2,NA,2,230,"",94,81,1,5,4,"No"
"209",208,0,0,0,0,0,0,0,0.320512820512821,0,0,0,0,0,0.192307692307692,0,0,0.448717948717949,0,0.0384615384615385,0,"syllabus209","1970-121","1970-121-01","1970-121-01-01","1970-121-01-01-01","6/7/1971",1,"403 U.S. 15",1970,1502,"Burger","299","COHEN v. CALIFORNIA","2/22/1971","",218,NA,28,6,2,NA,NA,0,302,6,301,6,1,1,2,1,1,3,0,1,0,0,30150,3,2,0,2,NA,2,200,"",91,81,1,5,4,"Yes"
"210",209,0,0,0,0,0.043010752688172,0,0,0.32258064516129,0,0.032258064516129,0,0,0,0,0.387096774193548,0,0,0.21505376344086,0,0,"syllabus210","1970-122","1970-122-01","1970-122-01-01","1970-122-01-01-01","6/7/1971",7,"403 U.S. 29",1970,1502,"Burger","66","ROSENBLOOM v. METROMEDIA, INC.","12/7/1970","",117,NA,221,NA,1,NA,NA,0,109,NA,23,NA,0,12,3,2,1,2,0,0,0,0,30030,3,2,0,1,NA,2,200,"",92,99,1,5,3,"No"
"211",210,0,0,0.00662251655629139,0,0,0,0,0.529801324503311,0.0132450331125828,0,0,0.311258278145695,0,0,0.132450331125828,0.00662251655629139,0,0,0,0,"syllabus211","1970-145","1970-145-01","1970-145-01-01","1970-145-01-01-01","6/30/1971",6,"403 U.S. 713",1970,1502,"Burger","1873","NEW YORK TIMES CO. v. UNITED STATES","6/26/1971","",190,NA,27,NA,1,NA,NA,0,96,NA,22,NA,1,12,11,1,1,4,0,1,0,0,30010,3,2,0,1,NA,2,200,"",NA,78,1,6,3,"No"
"212",211,0.00240384615384615,0.00240384615384615,0,0,0,0,0.00480769230769231,0.00240384615384615,0.0192307692307692,0,0,0.00240384615384615,0,0.165865384615385,0.00240384615384615,0,0.153846153846154,0.644230769230769,0,0,"syllabus212","1971-072","1971-072-01","1971-072-01-01","1971-072-01-01-01","3/20/1972",6,"405 U.S. 313",1971,1504,"Burger","71-247","RABE v. WASHINGTON","2/29/1972","",156,NA,28,56,1,NA,NA,0,302,56,300,56,0,12,2,1,1,3,0,1,0,0,30190,3,2,0,2,NA,2,230,"",NA,99,1,9,0,"No"
"213",212,0,0,0,0,0,0,0,0.611940298507463,0,0,0,0,0,0.0149253731343284,0,0,0.373134328358209,0,0,0,"syllabus213","1971-082","1971-082-01","1971-082-01-01","1971-082-01-01-01","3/23/1972",1,"405 U.S. 518",1971,1504,"Burger","70-26","GOODING, WARDEN v. WILSON","12/8/1971","",28,13,218,NA,2,NA,NA,0,60,NA,25,NA,0,1,2,2,3,2,0,0,0,0,30150,3,2,0,2,NA,2,200,"",92,81,1,5,2,"No"
"214",213,0.0494505494505494,0,0.00549450549450549,0,0,0,0.010989010989011,0.423076923076923,0.032967032967033,0,0,0.0659340659340659,0,0.395604395604396,0,0.0164835164835165,0,0,0,0,"syllabus214","1971-089","1971-089-01","1971-089-01-01","1971-089-01-01-01","4/18/1972",1,"405 U.S. 676",1971,1504,"Burger","70-14","COLE, STATE HOSPITAL SUPERINTENDENT, et al. v. RICHARDSON","11/16/1971","",28,26,8,26,2,117,26,1,80,NA,80,NA,0,1,1,2,1,4,0,1,0,0,30090,3,1,0,2,NA,2,200,"",99,99,1,4,3,"No"
"215",214,0.0185873605947955,0,0,0.330855018587361,0,0.00371747211895911,0,0.171003717472119,0.226765799256506,0,0,0,0,0,0,0,0.0408921933085502,0,0.20817843866171,0,"syllabus215","1971-102","1971-102-01","1971-102-01-01","1971-102-01-01-01","5/15/1972",1,"406 U.S. 205",1971,1504,"Burger","70-110","WISCONSIN v. YODER et al.","12/8/1971","",28,58,202,NA,1,NA,NA,0,302,58,300,58,0,12,3,2,3,2,0,0,0,0,30160,3,2,0,2,NA,2,202,"",99,99,1,7,0,"No"
"216",215,0,0,0.00793650793650794,0,0,0,0,0.277777777777778,0.0634920634920635,0,0.246031746031746,0,0,0.30952380952381,0,0,0.0952380952380952,0,0,0,"syllabus216","1971-121","1971-121-01","1971-121-01-01","1971-121-01-01-01","5/30/1972",1,"406 U.S. 583",1971,1504,"Burger","70-21","SOCIALIST LABOR PARTY et al. v. GILLIGAN, GOVERNOR OF OHIO, et al.","3/23/1972","",211,NA,28,41,2,NA,NA,1,104,NA,104,NA,0,1,NA,1,1,9,0,0,0,0,30100,3,1,0,3,NA,NA,NA,"",102,99,1,6,3,"No"
"217",216,0.00512820512820513,0,0,0,0,0,0,0.21025641025641,0.00512820512820513,0,0.0615384615384615,0,0.0102564102564103,0.241025641025641,0.00512820512820513,0.0358974358974359,0.415384615384615,0,0.0102564102564103,0,"syllabus217","1971-136","1971-136-01","1971-136-01-01","1971-136-01-01-01","6/12/1972",1,"407 U.S. 104",1971,1504,"Burger","71-404","COLTEN v. KENTUCKY","4/17/1972","",218,NA,28,21,2,NA,NA,0,302,21,300,21,0,1,2,1,1,2,0,0,0,0,30150,3,1,0,2,NA,2,200,"",95,99,1,7,2,"No"
"218",217,0.0112359550561798,0.00561797752808989,0.00561797752808989,0,0,0.00561797752808989,0.00561797752808989,0.578651685393258,0.0561797752808989,0,0,0.00561797752808989,0,0,0,0,0.0168539325842697,0,0,0.308988764044944,"syllabus218","1971-158","1971-158-01","1971-158-01-01","1971-158-01-01-01","6/22/1972",1,"407 U.S. 551",1971,1504,"Burger","71-492","LLOYD CORP., LTD. v. TANNER et al.","4/18/1972","",235,NA,218,NA,1,NA,NA,0,108,NA,29,NA,0,11,2,2,1,4,0,1,0,0,30010,3,1,0,2,NA,2,200,"",101,99,1,5,4,"Yes"
"219",218,0,0.0222222222222222,0,0,0.122222222222222,0.0111111111111111,0,0.644444444444444,0.144444444444444,0,0,0.0444444444444444,0.0111111111111111,0,0,0,0,0,0,0,"syllabus219","1971-159","1971-159-01","1971-159-01-01","1971-159-01-01-01","6/26/1972",1,"408 U.S. 1",1971,1504,"Burger","71-288","LAIRD, SECRETARY OF DEFENSE, et al. v. TATUM et al.","3/27/1972","",324,NA,218,NA,1,6,NA,0,55,NA,32,NA,1,11,4,2,1,3,0,1,0,0,30010,3,1,0,3,NA,NA,NA,"",99,99,1,5,4,"No"
"220",219,0,0,0.0175438596491228,0.105263157894737,0,0,0,0.491228070175439,0,0,0,0,0,0,0,0,0,0,0,0.385964912280702,"syllabus220","1971-161","1971-161-01","1971-161-01-01","1971-161-01-01-01","6/26/1972",1,"408 U.S. 92",1971,1504,"Burger","70-87","POLICE DEPARTMENT OF THE CITY OF CHICAGO et al. v. MOSLEY","1/19/1972","",3,17,218,NA,1,NA,NA,0,66,NA,27,NA,0,11,3,2,4,2,0,0,0,0,30150,3,2,0,2,NA,2,231,"",98,99,1,9,0,"No"
"221",220,0,0,0,0.115384615384615,0,0,0.00961538461538462,0.317307692307692,0,0,0,0,0,0.115384615384615,0,0,0.221153846153846,0,0,0.221153846153846,"syllabus221","1971-162","1971-162-01","1971-162-01-01","1971-162-01-01-01","6/26/1972",1,"408 U.S. 104",1971,1504,"Burger","70-5106","GRAYNED v. CITY OF ROCKFORD","1/19/1972","",218,NA,3,17,2,NA,NA,0,302,17,300,17,0,1,2,1,4,3,0,1,0,0,30150,3,2,0,2,NA,2,231,"",98,99,1,9,0,"No"
"222",221,0.0099009900990099,0,0.0198019801980198,0.272277227722772,0,0.0099009900990099,0.0495049504950495,0.435643564356436,0.148514851485149,0,0,0.0099009900990099,0.0148514851485149,0.0247524752475248,0.00495049504950495,0,0,0,0,0,"syllabus222","1971-165","1971-165-01","1971-165-01-01","1971-165-01-01-01","6/26/1972",1,"408 U.S. 169",1971,1504,"Burger","71-452","HEALY et al. v. JAMES et al.","3/28/1972","",239,NA,26,8,1,117,8,0,53,NA,22,NA,1,12,2,1,1,4,0,1,0,0,30010,3,2,0,2,NA,2,201,"",101,99,1,9,0,"No"
"223",222,0,0,0,0,0.14030612244898,0.00510204081632653,0,0,0.0229591836734694,0,0,0,0,0.147959183673469,0.163265306122449,0.0076530612244898,0.0127551020408163,0.5,0,0,"syllabus223","1971-168","1971-168-01","1971-168-01-01","1971-168-01-01-01","6/26/1972",2,"408 U.S. 229",1971,1504,"Burger","71-5625","KOIS v. WISCONSIN","","",190,NA,28,58,1,NA,NA,0,302,58,300,58,0,12,2,1,1,3,0,1,0,0,30190,3,2,0,2,NA,2,200,"",NA,99,1,9,0,"No"
"224",223,0,0.00183542367696543,0,0.000305903946160905,0.160599571734475,0.661364331599878,0.0321199143468951,0.0299785867237687,0.109819516671765,0.000611807892321811,0,0.000305903946160905,0,0.00275313551544815,0,0,0.000305903946160905,0,0,0,"syllabus224","1971-175","1971-175-01","1971-175-01-01","1971-175-01-01-01","6/29/1972",1,"408 U.S. 606",1971,1504,"Burger","71-1017","GRAVEL v. UNITED STATES","4/19/1972","",23,NA,27,NA,1,NA,NA,0,80,NA,21,NA,0,12,2,2,1,5,0,1,0,0,30010,3,1,0,1,NA,1,106,"",95,99,1,5,4,"No"
"225",224,0,0,0.0368162692847125,0,0.720897615708275,0.00315568022440393,0.0231416549789621,0.00017531556802244,0.139551192145863,0,0,0,0,0.0580294530154278,0.0178821879382889,0,0,0,0.000350631136044881,0,"syllabus225","1971-176","1971-176-01","1971-176-01-01","1971-176-01-01-01","6/29/1972",1,"408 U.S. 665",1971,1504,"Burger","70-85","BRANZBURG v. HAYES et al., JUDGES","2/23/1972","",226,NA,28,21,1,NA,NA,0,302,21,300,21,0,12,9,1,1,2,0,0,0,0,30010,3,1,0,2,NA,2,200,"",95,99,1,5,4,"No"
"226",225,0,0,0.0236220472440945,0,0.015748031496063,0,0.385826771653543,0.346456692913386,0.015748031496063,0,0,0,0,0.165354330708661,0.0078740157480315,0.0078740157480315,0,0,0.031496062992126,0,"syllabus226","1971-177","1971-177-01","1971-177-01-01","1971-177-01-01-01","6/29/1972",1,"408 U.S. 753",1971,1504,"Burger","71-16","KLEINDIENST, ATTORNEY GENERAL, et al. v. MANDEL et al.","4/18/1972","",1,NA,106,NA,2,27,NA,1,94,NA,94,NA,1,1,1,2,1,3,0,1,0,0,30060,3,1,0,4,NA,3,344,"",100,99,1,6,3,"No"
"227",226,0,0,0.0111111111111111,0,0,0,0,0.466666666666667,0,0,0,0,0,0,0,0,0,0.188888888888889,0,0.333333333333333,"syllabus227","1972-015","1972-015-01","1972-015-01-01","1972-015-01-01-01","12/5/1972",1,"409 U.S. 109",1972,1504,"Burger","71-36","CALIFORNIA et al. v. LARUE et al.","10/10/1972","",28,6,115,NA,2,117,6,1,48,NA,48,NA,0,1,NA,2,1,3,0,1,0,0,30190,3,1,0,2,NA,2,200,"",102,99,1,6,3,"No"
"228",227,0,0.00323624595469256,0,0.258899676375405,0.124595469255663,0.029126213592233,0,0.160194174757282,0.100323624595469,0,0.00485436893203883,0.0210355987055016,0,0,0.0323624595469256,0,0.153721682847896,0.111650485436893,0,0,"syllabus228","1972-075","1972-075-01","1972-075-01-01","1972-075-01-01-01","3/19/1973",2,"410 U.S. 667",1972,1504,"Burger","72-794","PAPISH v. BOARD OF CURATORS OF THE UNIVERSITY OF MISSOURI et al.","","",239,NA,26,30,1,117,30,0,87,NA,28,NA,1,12,2,1,1,4,0,1,0,0,30010,3,2,0,2,NA,2,200,"",NA,81,1,6,3,"No"
"229",228,0,0,0.00819672131147541,0,0,0,0.163934426229508,0.278688524590164,0,0.295081967213115,0.040983606557377,0,0.0819672131147541,0,0,0.122950819672131,0,0,0,0.00819672131147541,"syllabus229","1972-125","1972-125-01","1972-125-01-01","1972-125-01-01-01","5/29/1973",1,"412 U.S. 94",1972,1504,"Burger","71-863","COLUMBIA BROADCASTING SYSTEM, INC. v. DEMOCRATIC NATIONAL COMMITTEE","10/16/1972","",191,NA,211,NA,1,38,NA,0,32,NA,32,NA,1,11,3,2,1,3,0,1,0,0,30010,3,1,0,1,5,2,200,"",99,99,1,7,2,"No"
"230",229,0,0.00591715976331361,0,0,0,0,0,0.313609467455621,0.00591715976331361,0,0,0,0,0.0177514792899408,0,0,0.0177514792899408,0.63905325443787,0,0,"syllabus230","1972-158","1972-158-01","1972-158-01-01","1972-158-01-01-01","6/21/1973",1,"413 U.S. 15",1972,1504,"Burger","70-73","MILLER v. CALIFORNIA","1/18/1972","11/7/1972",101,NA,28,6,2,NA,NA,0,302,6,302,6,0,1,2,1,1,5,0,1,1,0,30190,3,1,1,2,NA,2,200,"",99,99,1,5,4,"Yes"
"231",230,0.00416666666666667,0,0,0.00416666666666667,0.0333333333333333,0,0,0.229166666666667,0.0875,0,0,0.0333333333333333,0,0.0583333333333333,0,0,0,0.545833333333333,0.00416666666666667,0,"syllabus231","1972-159","1972-159-01","1972-159-01-01","1972-159-01-01-01","6/21/1973",1,"413 U.S. 49",1972,1504,"Burger","71-1051","PARIS ADULT THEATRE I et al. v. SLATON, DISTRICT ATTORNEY, et al.","10/19/1972","",156,NA,28,13,1,NA,NA,0,302,13,300,13,0,12,3,1,1,5,0,1,0,0,30190,3,1,1,2,NA,2,200,"",99,99,1,5,4,"Yes"
"232",231,0,0,0.0197368421052632,0,0,0,0,0.269736842105263,0.0197368421052632,0,0.00657894736842105,0,0,0,0,0.00657894736842105,0,0.677631578947368,0,0,"syllabus232","1972-160","1972-160-01","1972-160-01-01","1972-160-01-01-01","6/21/1973",1,"413 U.S. 115",1972,1504,"Burger","71-1422","KAPLAN v. CALIFORNIA","10/19/1972","",117,NA,28,6,1,NA,NA,0,302,6,301,6,0,11,2,1,1,5,0,1,0,0,30190,3,1,1,2,NA,2,200,"",99,99,1,5,4,"No"
"233",232,0,0,0,0,0,0,0,0.645569620253165,0,0,0.10126582278481,0,0,0.0253164556962025,0,0.0126582278481013,0.0253164556962025,0.189873417721519,0,0,"syllabus233","1972-161","1972-161-01","1972-161-01-01","1972-161-01-01-01","6/21/1973",1,"413 U.S. 123",1972,1504,"Burger","70-2","UNITED STATES v. 12 200-FT. REELS OF SUPER 8MM. FILM et al. (PALADINI, CLAIMANT)","1/19/1972","11/7/1972",27,NA,156,NA,2,NA,NA,0,48,NA,48,NA,0,1,NA,2,1,5,0,1,0,0,30200,3,1,0,1,NA,2,200,"",99,99,1,5,4,"No"
"234",233,0,0,0,0,0,0,0.0105263157894737,0.557894736842105,0.0315789473684211,0,0,0,0,0,0.0105263157894737,0,0,0.378947368421053,0,0.0105263157894737,"syllabus234","1972-162","1972-162-01","1972-162-01-01","1972-162-01-01-01","6/21/1973",1,"413 U.S. 139",1972,1504,"Burger","70-69","UNITED STATES v. ORITO","1/19/1972","11/7/1972",27,NA,156,NA,2,NA,NA,0,132,NA,132,NA,0,1,NA,2,1,5,0,1,0,0,30200,3,1,0,1,NA,2,200,"",99,99,1,5,4,"No"
"235",234,0.116438356164384,0,0,0,0.0821917808219178,0,0.0205479452054795,0.445205479452055,0.0205479452054795,0.150684931506849,0,0.0136986301369863,0.0136986301369863,0,0.0616438356164384,0.00684931506849315,0,0,0,0.0684931506849315,"syllabus235","1972-168","1972-168-01","1972-168-01-01","1972-168-01-01-01","6/21/1973",1,"413 U.S. 376",1972,1504,"Burger","72-419","PITTSBURGH PRESS CO. v. PITTSBURGH COMMISSION ON HUMAN RELATIONS et al.","3/20/1973","",190,NA,3,45,1,117,45,0,302,45,301,45,0,11,2,1,1,2,0,0,0,0,30020,3,1,0,2,NA,2,200,"",101,92,1,5,4,"No"
